decision_id,scope,object_guid,current_value,proposed_value,basis,confidence,review_required,status,notes
A102-DEMOLITION-WALLS-001,wall-status-and-geometry,"0nlHIdaVrV7xIKsYXraYCa; 37DwA_fpXSARFOa60IfK8k; 28axnJOc1KaeA2jTdv5tk4; 1s0ElI6BnG6xHZgQ37OOHr; 0LGnQmHPDT5P1L4FD30GWT; 11VsxE48XUhxS_l7yPUfeN; 3Q5pOfhDvQsfsYufTtPS8u; 1zX6DiGXjV2PeHHkTz230u; 04rQahsKnVWAQm005VLUaQ; 18mq2JXA1GaOLupE0pkNjZ; 12lp8aIu9LTeewHdYAmHs2; 1fwAQpF8TIaxJWoTVaZPyU; 3gUd_KnZLPiQfFIw6FQwN8",13 面拆除墙只存在于批准候选；位置、方向和长度来自 hash 锁定 PDF/DWG 与 14 个 Grid 锚点配准,写入正式 IFC 为 13 面 IfcWall、Status=DEMOLISH；审核状态为 CONFIRMED_APPROXIMATE，不作为现场测量级定位,用户在 Blender 确认 D01-D13“大差不差”；几何推断最大置信度和来源逐面保留在 Pset_A102DemolitionReview,1.00,no,implemented,正式 IFC SHA-256 7a5537da3e356ba167e68a41ef6ca8fc01e9c637af42d9ef26a7cd54c35a1e7e；101 墙=84 EXISTING+4 NEW+13 DEMOLISH；原 284 个墙/Opening/门/窗世界几何超差 0，受保护墙与 Opening 均为 0.0 mm
A104-DOOR-IDENTITY-001,door-identity,"3xKBbA2CT9mfby2$MODnzM; 1TW6$_GfnABRZusYvx0zZG",M04 与 M07 房间身份待确认,M04=次卧门；M07=主卧门,用户在 Blender 完成平面位置与几何关系审核后明确确认,1.00,no,confirmed,M04/M07 Tag 与已确认名称已由 P0-A104-A105-SEMANTICS-WRITE-001 写入；宿主关系和 ObjectPlacement 未改动
A104-RIMADESIO-SAIL-001,door-group,"2D5BPoo2XFSvhTdfPenCh7; 0zjVS5FBbBewgUkk0fdfiv",M05 与 M06 为两个无宿主 IfcDoor 对象且构件关系待确认,两对象属于同一樘 Rimadesio Sail 门；M05 为格栅门板；M06 为轨道,用户依据已选产品和 Blender 几何关系明确确认；产品页 https://www.rimadesio.it/en/product/sail/,1.00,no,confirmed,已由 P0-A104-A105-SEMANTICS-WRITE-001 写入精确双成员 IfcGroup；两个现有对象、几何、宿主关系和 ObjectPlacement 保持
A104-WINDOW-GROUP-DINING-001,window-group,"1KBBoRNWb1Svpz9__rmYKy; 1uQsUUwhT9Y8fHZJQtvJqa",W09/W10 为两个重叠窗洞与两樘 IfcWindow,W09/W10 共同表达餐厅飘窗的一组对称双通风窗,用户明确确认窗组意图；本机 Bonsai 0.8.4 标准参数窗模板虽支持两个竖梃或两个横梃但不足以安全重建当前任意组合,1.00,no,confirmed,已由 P0-A104-A105-SEMANTICS-WRITE-001 写入精确双成员 IfcGroup；两樘 IfcWindow、现有洞口、ObjectPlacement 和世界几何保持
A104-WINDOW-GROUP-BED2-001,window-group,"2nisU4bAr9MfEP9b7LwE2g; 0sj5O$jhz2Huyt2vHf63WK",W02/W03 为两个重叠窗洞与两樘 IfcWindow,W02/W03 共同表达次卧飘窗的一个窗组,用户明确确认窗组意图；本机 Bonsai 0.8.4 标准参数窗模板不足以安全重建当前任意多竖梃/横梃组合,1.00,no,confirmed,已由 P0-A104-A105-SEMANTICS-WRITE-001 写入精确双成员 IfcGroup；两樘 IfcWindow、现有洞口、ObjectPlacement 和世界几何保持
A105-FLOOR-MATERIAL-001,floor-material,"1ogoq1VJP4vgBTqBCMFyCn; 11c$NwzxL9hASgCgwDxM$w; 3BwA5Rnkf4Bf3v3vTmeWTw",F11/F20/F21 是零厚度且无材料的 FFL 参考面,F11 次卧=地板；F20 公共区=银白洞石岩板；F21 主卧=地板,用户按房间设计明确指定材料；当前对象仍仅为完成面边界参考,1.00,no,confirmed,标准材料关联与 Pset_A105FinishIntent 已由 P0-A104-A105-SEMANTICS-WRITE-001 写入；真实构造层几何仍待深化
A105-FLOOR-BUILDUP-001,floor-build-up,"1ogoq1VJP4vgBTqBCMFyCn; 11c$NwzxL9hASgCgwDxM$w; 3BwA5Rnkf4Bf3v3vTmeWTw",三个干区 FFL 参考面只有 Z=0 边界且构造厚度待核对,采用 50 mm 完成面构造区；共同完成面标高为 Z=0,用户给出约 50 mm 设计预期；只读审计证明三块参考面均在 Z=0 且各自与底面 Z=-50 mm 的楼板 Opening 相交,1.00,no,confirmed,build/a105/floor-build-up-audit.json 在 0.1 mm 容差下机械通过；本行不等于已经建立真实多层构造
A105-WET-SLOPE-GRADE-001,floor-slope,"3L$xQZHiz7b8ws7de1jiZN; 2uYGzJR3f1QO6LmO9Nq3Mf; 13bntpeVvD48VefEcWQ_CL; 3wm6Ng2YT52BiRfqPP7E4N; 2Y6G6pyqLCeQX77WhqqdEe; 26f3RmUrL3KRqY8Zxzck1h; 1KOnGcN8n9k9NYzrvWTr4H; 3BZcUm$uv91RVw2WGeaPxS; 1exwKOUpD1tO93c2_9MojK; 0gTPiPQhvFcumlS52PtTnD; 18Hiw4PZP4rQrmw23BQQys; 1XEnNJwc177xHjBydgoQFl; 2dEG2g8YT6te1$zV2kUnlv; 3bR3wts7vEBQHsVMX7kiaY; 38mTGSlgvAK8S$ghNqax$m; 3k9cT8nxj3o8yzLjoQc_Yt; 1CcaP1Bo53phkUAss7qLPT; 0AN5MRpZ16dRCAg1l5TOyz",两个卫生间 18 块地砖顶面机械拟合坡度均为 1.047%,接受现有 1.047% 坡度,用户明确接受；18/18 顶面最大拟合残差小于 0.000001 mm,1.00,no,confirmed,现有世界几何不改；坡向另由 A105-WET-SLOPE-DIRECTION-001 进行箭头人眼核对
A105-WET-SLOPE-DIRECTION-001,floor-slope-direction,"3L$xQZHiz7b8ws7de1jiZN; 2uYGzJR3f1QO6LmO9Nq3Mf; 13bntpeVvD48VefEcWQ_CL; 3wm6Ng2YT52BiRfqPP7E4N; 2Y6G6pyqLCeQX77WhqqdEe; 26f3RmUrL3KRqY8Zxzck1h; 1KOnGcN8n9k9NYzrvWTr4H; 3BZcUm$uv91RVw2WGeaPxS; 1exwKOUpD1tO93c2_9MojK; 0gTPiPQhvFcumlS52PtTnD; 18Hiw4PZP4rQrmw23BQQys; 1XEnNJwc177xHjBydgoQFl; 2dEG2g8YT6te1$zV2kUnlv; 3bR3wts7vEBQHsVMX7kiaY; 38mTGSlgvAK8S$ghNqax$m; 3k9cT8nxj3o8yzLjoQc_Yt; 1CcaP1Bo53phkUAss7qLPT; 0AN5MRpZ16dRCAg1l5TOyz",下坡方向此前只有 N/S 文本,保留 A-105 SVG/PDF 与 Blender 中 18 个沿拟合平面负梯度的下坡箭头,自动化机械确定下坡向量；用户已在 Blender 核对箭头与地漏关系,1.00,no,confirmed,2026-08-08 用户明确回复“箭头方向确认”；现有坡面世界几何不改
A105-THRESHOLD-RULE-001,door-threshold,"0KYkZzyYj4leM7EZCh3ZYW; 0KtzVrwAn5aBZMFpM3Ygkt; 1To6gRjrf2nBU5GQuuD8FV; 3xKBbA2CT9mfby2$MODnzM; 2D5BPoo2XFSvhTdfPenCh7; 0zjVS5FBbBewgUkk0fdfiv; 1TW6$_GfnABRZusYvx0zZG; 2dxcvMre5F6fk90OTXSFJH",8 樘门门槛做法待定,默认全部齐平且卫生间也优先齐平；仅在机械证明溢水风险时采用高差并做 45° 倒角,用户明确给出设计优先级；高差方案尚未建模且必须先论证风险,1.00,no,confirmed,本行确认设计规则而非实施结果；防水收口、门下净空和溢水校核仍进入后续节点深化
A105-DEPRESSED-SLAB-001,slab-semantics,"3ARl_CqPrCWQrA6_$W073W; 1UixnpnQb97wuNAGrTmMJd",两块 Aircrete Slab 的施工用途待确认,两块均为卫生间降板,用户明确确认客卫与主卫对象身份；对应 Opening 分别为 1Ro3zU6lXBjuo7VDM3mTa7 与 2F667JcWnAm9Hchuxrf8vg,1.00,no,confirmed,两块 Slab 的 Pset_A105DepressedSlabReview 已由 P0-A104-A105-SEMANTICS-WRITE-001 写入；Opening 底面相对各自 Slab 顶面均低 50.0 mm；几何未改
P0-A104-A105-SEMANTICS-WRITE-001,ifc-write-batch,"8 IfcDoor; 11 IfcWindow; 21 IfcCovering; 2 IfcSlab",正式 IFC 尚未包含已确认的 A-104/A-105 编号和施工语义,把机械通过的原子候选作为唯一正式写入内容,候选 SHA-256 2ec94cce86eb764533bdb81b78a02b67ff2167694e851cf690ad37f74967856e；40 个 Tag、4 个门名、3 个门窗组、18 个坡向 Pset、3 个完成面意图 Pset/材料关联和 2 个降板 Pset；全部目标 placement 与世界几何变化 0.0,1.00,no,implemented,用户已明确同意写入；正式 IFC 经 Bonsai 保存/reload 后 SHA-256 为 08792988e80454d24d8b5c4f4cf1cb1d7b6225552b0c6785fc692c40dac99ab0；序列化字节变化，但 Root、Fills/Voids、Tag、门窗组、Pset、材料、placement 及 308 个相关对象世界几何由写后审计机械验证
